res_time,equiv,conc_dfnb,temp,sty,e_factor
0.5375,2.3,0.21,72.75,3509.729418870841,1.4210357401971634
0.6125,1.5,0.33,41.25,2539.666359695153,2.672017811673198
0.6875,4.5,0.41,90.75,7021.652641968113,1.798242340796179
0.7625,3.1,0.15,99.75,2342.9706209332167,1.1149723589167722
0.8375,4.9,0.25,50.25,3441.3586131908305,2.0259671082546924
0.9125,2.9,0.49,63.75,6786.06859339052,0.987646367702619
0.9875,1.9,0.27,117.75,3338.58696711046,0.5957559161375078
1.0625,4.1,0.11,77.25,1232.9806964740003,1.6032609576276233
1.1375,3.7,0.37,104.25,3533.2537280129304,1.6870983594167552
1.2125,1.3,0.17,59.25,913.3470896642938,1.491206760007011
1.2875,3.3,0.29,32.25,2073.149230458441,1.9045719873502605
1.3625,1.7,0.43,81.75,3870.0299786888363,0.4883462949650492
1.4375,4.7,0.19,108.75,1417.1434291937662,2.172627611697294
1.5125,3.9,0.47,45.75,3910.1050764022343,1.390101546612761
1.5875,1.1,0.31,95.25,2211.958672478517,0.34476031255272405
1.6625,2.5,0.13,36.75,502.032574788088,2.461633040217075
1.7375,4.3,0.35,68.25,2352.8241619872692,1.7087421487251486
1.8125,2.7,0.45,113.25,2393.1720550257296,1.4541711519600093
1.8875,3.5,0.23,86.25,1456.755807595432,1.358199193744149
1.9625,2.1,0.39,54.75,2408.86588063721,0.6865247323423271
0.7362301456091693,2.075954065408553,0.40013619023982416,87.81044536057804,6562.187297513103,0.6765298292626312
1.899395174377511,1.2188222527530117,0.49999999895770986,73.50289085465288,3104.471310773492,0.34581243072766443
0.9190056022860617,1.0000239631093248,0.4033639789416188,89.64027844621081,4321.540832708454,0.47098136734340523
0.5001736490787498,2.2962228669145546,0.4438963430281492,94.21038873863586,10881.148074965526,0.7553008356538445
0.5000000000044261,1.0237653472491788,0.4999999987179714,114.55293397994515,10710.68902812536,0.3910291470894347
0.5000000000248478,1.3235522112137819,0.4515210401024802,112.05978831060902,10481.817380598224,0.41735394163608636
0.626978556920678,1.0008340121126897,0.49999999515256155,97.36059316612628,8100.552801345747,0.46105738020538045
0.5782630149477669,1.3209405422745466,0.36763052726390877,116.18605599662294,7442.999365343322,0.40959722051425734
0.5000000000001054,3.0739997884567156,0.4999999999999998,119.99999999999893,11174.006296477917,1.274308936869126
0.9324805333492365,2.0114382793688987,0.49955336766716485,94.81249405542817,6650.022343602045,0.6351497305443881
