res_time,equiv,conc_dfnb,temp,sty,e_factor
0.5375,2.3,0.21,72.75,3515.4767327949885,1.394126258026443
0.6125,1.5,0.33,41.25,2535.041048397948,2.6021309716857717
0.6875,4.5,0.41,90.75,7142.2363921890055,1.8309632700996625
0.7625,3.1,0.15,99.75,2365.9056153180295,1.123509869765134
0.8375,4.9,0.25,50.25,3360.3452697639063,2.0795686560856934
0.9125,2.9,0.49,63.75,6614.02939384532,0.997641852922698
0.9875,1.9,0.27,117.75,3314.389133859778,0.5985069307407181
1.0625,4.1,0.11,77.25,1204.743168568923,1.63746407867284
1.1375,3.7,0.37,104.25,3515.879888353195,1.6401705857910258
1.2125,1.3,0.17,59.25,923.4104165671108,1.4439461028169485
1.2875,3.3,0.29,32.25,2090.516924837935,1.8884145564266497
1.3625,1.7,0.43,81.75,3942.526905970912,0.5051208855971043
1.4375,4.7,0.19,108.75,1417.3298129377702,2.1647236736756907
1.5125,3.9,0.47,45.75,3852.4117958316338,1.386751448445187
1.5875,1.1,0.31,95.25,2205.7126136577813,0.35436118580555237
1.6625,2.5,0.13,36.75,507.41230480646817,2.512939794300287
1.7375,4.3,0.35,68.25,2431.195360980814,1.6727623174779145
1.8125,2.7,0.45,113.25,2386.336257611022,1.4813262905044495
1.8875,3.5,0.23,86.25,1464.6264992986505,1.3290177781248569
1.9625,2.1,0.39,54.75,2400.533865692568,0.6673188254712596
0.569145629233166,1.9823618283414306,0.49999999560259223,119.99999999999669,10658.615232895228,0.6544058994749558
0.500000000000027,1.4804711688425325,0.5,100.27799129863944,11609.280123045168,0.4821949211564043
0.5000054517737387,1.196442711242997,0.432590934771111,100.48432733876557,8966.800077635793,0.5100731427590095
1.9074662944464995,1.4274712776242469,0.4999988850362408,63.50812676464913,3148.1140427367322,0.42779790650697935
0.5000000000009601,2.9231004433094014,0.4657829375428919,101.46378168896717,11303.523217780881,1.0459464823486946
1.5262911597508042,1.1576250423969463,0.42712292185373557,77.14091512921533,3130.9405640308073,0.39695413281297987
0.5000001825094667,1.0001281250056226,0.15497631596692793,95.5746963822949,1880.8706072586642,1.4576288363971923
0.6494295577777435,1.3994545885754661,0.49999999892391056,111.96980496978453,9411.709694490559,0.3822234009514271
0.7088280219566635,1.8575410356472606,0.41042632384861744,108.4719930223983,7171.1244558629305,0.5708976763480973
0.8448203766604157,1.0,0.4999999999995921,104.47312258475169,6537.4766450974275,0.35239228826040736
